subject,time_spent,recall_score,previous_interval,next_study_interval
Math,56.59,2.9,3.78,8.86
CS,54.69,4.32,6.27,15.9
Chemistry,52.0,3.84,0.95,2.36
History,57.71,3.68,1.26,3.1
Physics,65.29,2.54,8.01,18.28
Chemistry,57.0,2.91,2.59,6.07
Math,34.72,4.75,0.59,1.52
CS,69.72,3.45,3.27,7.94
Biology,21.01,3.88,14.05,34.92
Literature,18.99,3.38,5.2,12.57
Chemistry,74.78,2.32,4.11,9.21
Chemistry,70.14,4.43,0.7,1.78
Biology,58.85,4.0,6.27,15.68
Chemistry,32.09,5.0,2.24,5.82
Math,45.84,2.48,6.6,14.99
Math,54.75,4.32,1.2,3.04
Biology,28.08,2.19,0.19,1.0
Literature,45.22,3.66,1.94,4.77
History,73.05,4.48,0.94,2.4
Physics,88.55,1.43,3.77,1.0
History,51.61,3.3,9.45,22.74
Chemistry,75.13,2.94,3.52,8.27
Physics,21.72,2.8,6.54,15.22
Geography,73.19,3.89,1.81,4.5
Biology,43.92,4.62,4.43,11.37
Biology,66.15,3.37,5.56,13.44
Literature,55.04,3.71,3.72,9.16
Physics,86.41,3.61,2.13,5.22
Math,42.51,3.5,2.95,7.18
Physics,72.55,2.41,3.62,8.18
Chemistry,54.41,4.61,0.88,2.26
Math,56.83,3.8,4.98,12.33
CS,56.32,3.89,9.01,22.4
CS,43.09,2.69,1.88,4.34
Geography,59.72,3.04,3.62,8.57
CS,58.75,3.32,4.01,9.66
Biology,64.82,1.97,3.26,1.0
Physics,61.69,1.81,2.38,1.0
CS,75.96,2.9,6.4,15.0
History,78.47,4.02,1.79,4.48
Literature,38.99,2.85,0.19,1.0
History,77.38,2.48,5.58,12.67
CS,36.27,2.69,3.36,7.76
Geography,71.76,3.04,5.68,13.44
Literature,72.39,3.15,0.45,1.07
Chemistry,21.77,5.0,0.09,1.0
History,61.86,4.55,8.17,20.91
Geography,50.63,4.52,0.48,1.23
Physics,44.82,4.67,4.98,12.81
Physics,87.02,2.5,5.2,11.83
History,46.93,2.28,3.7,8.27
CS,43.87,2.39,0.42,1.0
Geography,61.51,4.83,3.3,8.53
Physics,73.71,2.95,6.6,15.52
Chemistry,57.17,2.25,1.66,3.7
Math,83.33,3.07,1.6,3.79
CS,70.62,3.26,1.75,4.2
Geography,16.44,3.77,0.26,1.0
Chemistry,49.41,3.75,6.68,16.49
Geography,48.76,2.67,6.1,14.06
Literature,69.59,4.19,18.51,46.68
Chemistry,7.5,2.86,2.64,6.17
CS,110.98,3.34,4.17,10.06
Literature,70.62,4.19,0.68,1.72
CS,62.98,2.86,3.3,7.71
Physics,83.63,2.93,3.15,7.4
Math,106.87,4.09,6.94,17.42
CS,77.41,2.64,5.33,12.26
CS,78.98,3.12,8.36,19.89
Physics,62.61,4.06,6.09,15.27
Biology,57.17,5.0,6.09,15.83
Physics,50.48,4.11,0.2,1.0
Literature,43.48,3.97,5.61,14.0
Physics,46.26,4.03,2.81,7.04
Physics,32.99,2.43,1.44,3.26
Math,58.48,3.62,0.17,1.0
Physics,26.31,3.47,3.4,8.26
Geography,63.82,3.82,1.19,2.95
CS,59.27,3.62,1.89,4.63
Geography,62.94,3.88,3.43,8.52
Math,49.56,3.19,7.28,17.4
History,121.54,3.56,5.24,12.8
Biology,87.2,2.27,1.8,4.02
Geography,35.11,3.18,1.47,3.51
Math,64.66,4.89,0.82,2.12
Literature,47.84,3.82,1.4,3.47
History,39.71,3.48,0.35,1.0
Math,33.2,5.0,10.63,27.64
Math,68.64,2.14,2.56,5.65
Biology,46.37,2.39,0.41,1.0
CS,79.36,5.0,1.31,3.41
Geography,79.88,3.55,2.38,5.81
Literature,87.48,3.26,2.28,5.47
Chemistry,42.95,2.3,0.11,1.0
Geography,69.51,3.95,9.04,22.55
Chemistry,72.65,4.04,0.97,2.43
Math,50.52,2.41,0.05,1.0
Physics,44.56,3.36,0.24,1.0
Literature,92.19,3.16,2.6,6.2
History,64.55,3.76,0.44,1.09
Physics,72.72,2.38,0.13,1.0
Physics,43.56,4.75,1.43,3.69
Geography,35.61,4.42,2.92,7.44
Literature,48.61,3.14,0.36,1.0
CS,57.52,3.28,1.13,2.72
Math,38.72,3.36,1.62,3.91
Math,59.8,2.72,0.52,1.2
Math,26.23,3.06,2.12,5.02
Math,37.6,3.23,0.27,1.0
Geography,73.42,5.0,0.14,1.0
Chemistry,72.08,4.45,2.2,5.61
Math,52.16,4.43,0.85,2.17
Chemistry,39.64,3.87,0.3,1.0
Chemistry,39.45,2.38,1.65,3.72
CS,52.53,3.46,7.4,17.98
Math,72.89,4.47,3.86,9.85
Biology,78.56,2.24,5.07,11.29
History,50.07,4.14,6.17,15.53
Physics,36.93,5.0,10.79,28.05
Chemistry,65.36,4.56,4.32,11.06
Literature,43.53,4.91,2.81,7.29
Literature,49.63,3.72,1.36,3.35
History,86.51,4.47,0.6,1.53
Literature,76.54,2.78,3.48,8.09
Biology,63.16,4.3,15.87,40.22
Literature,34.56,4.15,1.89,4.76
Physics,64.23,3.79,3.86,9.55
Physics,81.25,4.82,2.05,5.3
Chemistry,52.49,2.96,1.7,4.0
Math,87.02,3.31,1.58,3.8
CS,85.85,3.6,2.11,5.17
Biology,93.27,2.47,1.37,3.11
Chemistry,66.1,3.73,4.14,10.21
Biology,71.75,1.78,6.22,1.0
Math,88.28,4.55,6.43,16.46
Geography,68.95,3.55,0.78,1.9
Literature,49.98,2.98,6.79,16.0
Literature,51.03,2.67,1.25,2.88
CS,64.77,3.27,1.11,2.67
Math,34.19,4.19,3.89,9.81
Chemistry,57.13,4.05,1.09,2.73
CS,81.93,2.79,0.16,1.0
Math,16.17,2.65,1.4,3.22
History,90.69,4.16,3.83,9.65
Physics,82.45,2.78,1.19,2.77
CS,50.8,3.56,2.98,7.28
CS,70.87,3.62,3.24,7.94
Chemistry,60.06,3.81,3.97,9.83
Biology,84.6,4.36,6.82,17.33
History,79.65,2.24,1.7,3.79
Chemistry,32.0,1.59,0.55,1.0
Math,71.75,2.93,1.15,2.7
Math,55.89,5.0,1.7,4.42
Math,61.66,5.0,3.75,9.75
Geography,45.44,5.0,0.04,1.0
Math,94.96,3.31,1.14,2.74
Biology,80.8,1.72,4.54,1.0
History,45.2,1.16,3.33,1.0
Literature,33.31,2.89,3.95,9.25
Physics,52.29,3.3,5.01,12.06
Biology,68.69,4.8,4.59,11.86
Biology,64.8,4.37,3.44,8.74
Geography,85.06,3.73,1.74,4.29
Literature,75.8,2.61,12.33,28.29
Literature,79.39,2.54,2.53,5.77
Physics,66.54,3.75,0.68,1.68
Physics,32.21,4.2,1.04,2.62
Literature,56.09,3.89,3.55,8.83
Math,81.2,2.47,7.76,17.61
Biology,58.97,4.15,0.59,1.49
Chemistry,70.06,3.93,0.26,1.0
Physics,53.63,2.43,6.4,14.48
Geography,39.4,2.72,7.41,17.14
Geography,57.53,4.19,0.97,2.45
Physics,66.18,3.27,1.42,3.41
Literature,46.89,5.0,3.24,8.42
History,55.29,4.0,1.2,3.0
Chemistry,41.21,3.01,6.29,14.85
Chemistry,82.38,3.49,0.34,1.0
Physics,54.11,3.56,0.12,1.0
Math,89.06,2.77,0.7,1.63
History,90.57,2.59,1.01,2.31
Chemistry,58.38,4.2,0.36,1.0
Physics,39.83,4.35,0.2,1.0
Geography,18.28,4.1,4.23,10.62
Chemistry,30.56,5.0,0.54,1.4
CS,32.52,2.96,7.36,17.32
History,87.57,5.0,1.38,3.59
History,62.32,2.6,3.33,7.64
CS,67.79,2.49,0.77,1.75
Biology,15.59,1.74,0.82,1.0
Geography,36.04,3.05,2.56,6.06
CS,77.74,3.0,2.47,5.83
Literature,65.74,4.03,4.39,10.99
Literature,57.06,3.74,4.25,10.49
Physics,71.3,2.31,3.33,7.46
History,92.72,3.11,1.79,4.26
Biology,55.58,3.13,6.64,15.81
Biology,61.39,1.72,2.92,1.0
Chemistry,63.85,2.52,13.88,31.63
Chemistry,107.84,2.73,5.13,11.88
CS,18.01,4.93,0.14,1.0
Biology,73.66,3.69,1.16,2.85
CS,57.7,4.16,2.55,6.42
Geography,71.34,2.0,3.83,1.0
CS,46.85,4.69,2.4,6.18
Chemistry,59.02,4.8,4.63,11.96
History,74.23,1.5,1.0,1.0
CS,122.26,2.79,0.61,1.42
Math,76.16,4.0,0.17,1.0
History,43.04,4.14,2.56,6.44
Biology,51.52,2.82,3.5,8.16
Biology,50.93,3.19,1.18,2.82
CS,24.09,2.9,2.85,6.68
History,53.4,3.61,0.16,1.0
Chemistry,74.66,4.7,0.31,1.0
Chemistry,34.52,2.73,3.63,8.4
Literature,80.97,4.5,1.38,3.53
Biology,69.76,2.72,3.34,7.73
Physics,45.32,2.65,5.35,12.31
Literature,57.17,4.32,5.74,14.56
Chemistry,91.97,4.42,0.57,1.45
History,74.67,4.35,2.0,5.08
Geography,60.18,2.18,3.97,8.79
Chemistry,55.25,3.03,4.46,10.55
History,61.53,4.32,4.61,11.69
Literature,49.76,3.54,0.78,1.9
Biology,17.91,2.43,0.64,1.45
Chemistry,100.84,3.96,2.67,6.66
CS,63.11,2.79,4.05,9.42
History,67.96,5.0,1.15,2.99
Biology,58.84,5.0,0.33,1.0
Geography,45.3,4.1,3.78,9.49
Geography,56.28,4.86,1.07,2.77
Physics,28.01,3.56,0.55,1.34
History,105.54,4.27,0.48,1.21
Literature,35.31,4.98,1.13,2.94
Physics,39.36,3.75,2.69,6.64
Physics,51.19,3.24,1.33,3.19
Math,85.76,1.8,0.06,1.0
Chemistry,60.29,3.42,0.31,1.0
History,35.28,4.32,1.03,2.61
Physics,85.09,4.45,3.23,8.24
Math,74.62,4.0,0.31,1.0
Literature,70.77,2.96,2.47,5.81
Biology,74.31,1.52,0.38,1.0
CS,107.89,3.0,0.71,1.68
CS,103.7,3.2,0.57,1.36
History,46.27,3.19,0.21,1.0
Physics,92.48,4.12,3.34,8.4
CS,67.66,5.0,1.87,4.86
Chemistry,69.98,3.62,5.33,13.07
CS,26.15,3.28,0.31,1.0
CS,56.59,3.24,0.47,1.13
CS,43.74,3.62,1.1,2.7
Geography,76.56,2.67,4.36,10.05
Math,81.42,3.62,1.09,2.67
Physics,18.51,3.95,1.57,3.92
Chemistry,59.56,3.71,1.08,2.66
Physics,82.44,3.96,0.25,1.0
Geography,56.27,3.93,8.41,20.95
History,74.58,1.73,2.39,1.0
History,67.02,4.14,4.65,11.7
History,66.83,2.83,3.22,7.51
Literature,54.57,2.4,2.17,4.9
CS,35.67,2.4,0.28,1.0
Literature,37.57,3.93,3.09,7.7
Math,74.19,3.28,0.51,1.23
History,60.39,1.82,1.61,1.0
Geography,57.23,3.98,2.98,7.44
Chemistry,51.52,2.06,4.57,10.02
Physics,53.9,3.64,3.47,8.52
CS,80.94,3.74,3.34,8.24
Biology,53.3,4.39,0.48,1.22
Chemistry,33.18,5.0,1.27,3.3
CS,74.87,2.14,0.13,1.0
Literature,55.9,3.45,3.81,9.25
Literature,60.63,3.22,9.15,21.91
Chemistry,92.15,3.93,0.92,2.29
Literature,59.59,3.72,0.28,1.0
History,65.78,3.15,1.94,4.62
Math,36.42,3.06,5.83,13.81
Physics,55.61,2.38,2.41,5.43
Math,72.19,4.49,0.14,1.0
CS,28.89,3.96,10.98,27.4
Physics,64.02,4.42,5.29,13.47
Geography,62.02,3.19,0.42,1.0
Physics,60.83,2.84,7.65,17.85
Math,80.74,2.42,1.8,4.07
Chemistry,66.69,3.86,1.4,3.48
Physics,89.56,2.46,1.85,4.2
Geography,40.13,5.0,5.4,14.04
Geography,62.72,2.19,3.23,7.16
Geography,61.69,3.77,0.18,1.0
Math,38.61,5.0,9.48,24.65
Physics,79.13,4.1,0.48,1.21
Biology,106.49,3.68,4.11,10.11
Chemistry,59.66,2.53,3.03,6.91
History,70.1,2.12,0.62,1.37
Physics,61.69,4.27,0.56,1.42
Geography,45.73,5.0,6.13,15.94
Biology,23.58,3.06,1.63,3.86
History,45.88,2.36,3.19,7.18
History,32.16,1.04,2.1,1.0
CS,94.08,2.52,3.9,8.89
Physics,57.7,3.39,1.96,4.74
Math,53.08,5.0,1.02,2.65
Physics,77.78,4.17,1.35,3.4
Biology,37.56,3.81,5.88,14.56
History,44.66,3.1,1.89,4.49
Physics,61.36,2.92,0.72,1.69
Math,80.58,4.91,8.18,21.21
CS,70.03,3.7,4.78,11.77
Physics,64.97,1.4,0.17,1.0
Chemistry,61.56,2.83,20.56,47.95
CS,68.0,2.64,3.56,8.19
Math,64.03,2.95,0.52,1.22
Biology,39.4,4.06,0.81,2.03
History,60.92,3.39,3.54,8.56
Physics,38.53,3.42,4.54,11.0
Math,61.62,4.81,0.82,2.12
CS,50.39,2.8,0.89,2.07
Chemistry,110.79,5.0,1.1,2.86
Math,59.2,2.83,2.73,6.37
Literature,31.92,3.59,0.57,1.4
Geography,57.32,3.22,0.33,1.0
Chemistry,70.39,3.62,3.41,8.36
CS,93.47,3.94,4.53,11.29
Biology,48.21,3.93,2.09,5.21
History,28.35,2.75,1.36,3.15
CS,76.34,2.38,1.7,3.83
Geography,32.39,5.0,1.48,3.85
Biology,51.28,3.02,9.66,22.83
Physics,54.85,4.2,4.38,11.05
Math,58.61,1.89,0.7,1.0
Literature,73.78,3.22,1.45,3.47
Chemistry,46.33,3.37,2.36,5.7
Chemistry,54.53,3.97,2.85,7.11
Math,59.71,1.0,1.89,1.0
Literature,62.99,3.67,4.98,12.24
Math,61.96,2.35,4.38,9.84
Physics,68.72,3.82,2.11,5.23
Geography,76.88,2.46,5.78,13.11
Biology,67.85,2.64,4.17,9.59
CS,69.07,3.23,4.52,10.83
Chemistry,28.36,2.45,9.4,21.3
Physics,61.0,3.02,0.93,2.2
Biology,69.59,2.31,0.93,2.08
Physics,74.58,1.67,6.59,1.0
Literature,46.15,4.52,4.44,11.35
Chemistry,46.82,2.2,7.83,17.38
CS,48.52,3.32,0.2,1.0
Math,70.73,4.25,2.96,7.49
Math,80.68,2.89,0.47,1.1
Biology,51.85,2.67,2.1,4.84
CS,78.16,3.73,0.51,1.26
Geography,62.47,4.62,0.41,1.05
History,57.51,2.33,0.04,1.0
Literature,55.77,3.35,2.98,7.19
Biology,74.93,1.77,1.33,1.0
History,66.51,3.11,0.33,1.0
Physics,105.52,3.53,1.17,2.85
Literature,42.96,2.65,0.56,1.29
Physics,70.36,3.04,8.53,20.19
Geography,49.42,2.09,1.16,2.55
CS,42.61,3.58,1.22,2.98
Chemistry,59.78,4.56,5.5,14.09
Literature,62.75,2.4,3.13,7.06
History,118.36,2.88,3.72,8.71
Geography,56.32,4.0,3.03,7.57
Chemistry,37.4,4.71,8.77,22.58
Math,65.46,2.01,0.7,1.53
History,18.51,3.33,13.54,32.64
Biology,58.16,3.78,5.33,13.18
Math,60.32,3.4,2.67,6.46
Geography,75.89,1.02,3.26,1.0
Math,79.47,4.0,3.14,7.85
Biology,49.93,5.0,0.18,1.0
Literature,56.99,3.62,0.74,1.81
Math,44.68,2.47,9.77,22.17
CS,37.44,2.99,2.29,5.4
History,66.2,5.0,1.43,3.72
Chemistry,34.53,4.41,4.31,10.97
Math,51.71,4.14,2.23,5.61
History,40.1,3.86,0.04,1.0
Physics,70.99,2.84,4.0,9.34
History,96.03,3.3,3.95,9.5
Chemistry,33.97,3.42,0.54,1.31
History,22.94,4.05,9.42,23.61
Biology,57.5,5.0,0.76,1.98
Geography,60.31,4.62,1.84,4.72
Chemistry,64.37,2.08,0.37,1.0
Geography,51.07,3.72,2.77,6.83
Literature,55.99,4.24,1.41,3.56
Geography,67.35,4.12,1.31,3.29
Physics,80.81,2.87,5.26,12.3
Biology,20.9,5.0,0.03,1.0
Literature,52.62,2.22,4.8,10.67
History,64.28,2.42,2.54,5.74
Chemistry,41.64,3.73,12.83,31.64
Physics,94.62,5.0,2.67,6.94
Biology,47.29,2.66,0.17,1.0
Literature,59.17,3.23,0.16,1.0
Literature,71.12,4.58,6.44,16.5
Physics,48.17,3.48,5.52,13.43
CS,23.07,3.17,1.27,3.03
History,51.43,4.07,2.89,7.25
Physics,80.59,3.77,2.02,4.99
Literature,53.26,4.53,10.25,26.22
Math,43.07,4.79,8.98,23.19
Biology,78.51,3.81,12.38,30.66
Physics,53.38,3.79,6.04,14.94
CS,49.8,3.71,7.21,17.76
Literature,62.99,3.99,0.73,1.82
History,75.42,3.56,5.33,13.02
Geography,107.63,3.5,3.7,9.01
Literature,76.54,4.7,9.87,25.41
History,83.2,5.0,2.54,6.6
Physics,49.88,1.99,0.27,1.0
History,39.48,3.51,2.73,6.65
Chemistry,61.25,2.81,3.48,8.1
Chemistry,62.14,3.19,0.75,1.79
Chemistry,38.43,3.9,1.5,3.73
CS,56.49,4.17,2.74,6.9
CS,67.99,3.39,1.41,3.41
Math,67.21,1.59,1.41,1.0
CS,70.09,2.53,0.43,1.0
Geography,65.82,4.4,8.48,21.58
Physics,49.86,1.0,4.16,1.0
Literature,49.72,4.69,0.0,1.0
Literature,36.02,4.02,4.35,10.89
Math,95.7,4.82,4.04,10.44
CS,60.27,3.3,0.03,1.0
Geography,55.5,1.44,1.38,1.0
History,41.42,3.93,2.8,6.98
Math,118.71,4.77,1.81,4.67
Geography,38.53,4.42,4.52,11.51
History,51.42,2.84,1.66,3.87
Geography,68.32,3.59,0.5,1.22
History,72.0,2.97,11.24,26.47
Biology,79.16,2.68,0.83,1.91
Geography,96.15,4.46,3.79,9.67
Literature,70.12,2.3,0.46,1.03
Chemistry,38.88,2.61,1.2,2.75
CS,54.86,2.4,1.75,3.95
History,66.16,2.01,0.64,1.4
Biology,101.36,3.65,1.79,4.4
Geography,32.04,4.66,0.51,1.31
Literature,84.05,3.32,2.46,5.93
Chemistry,63.6,1.99,3.27,1.0
History,76.76,4.34,0.19,1.0
Geography,57.96,5.0,6.15,15.99
Geography,43.15,2.85,0.61,1.42
History,75.02,3.02,0.77,1.82
Math,73.09,4.02,3.25,8.13
Math,79.44,5.0,1.9,4.94
Literature,59.73,2.98,2.08,4.9
Chemistry,48.0,2.17,0.41,1.0
History,28.82,4.13,4.92,12.38
Literature,76.39,4.3,2.88,7.3
Literature,68.48,3.51,0.44,1.07
Physics,40.68,2.94,1.41,3.31
Geography,49.23,4.49,4.99,12.74
CS,50.66,4.03,2.52,6.31
Geography,30.34,2.73,0.35,1.0
Math,43.65,3.55,1.4,3.42
Chemistry,37.32,2.15,0.83,1.83
Geography,51.75,4.19,2.19,5.52
History,45.23,3.24,5.56,13.33
Literature,27.46,3.06,1.72,4.08
History,100.45,3.47,1.7,4.13
Physics,85.05,3.54,7.07,17.25
Chemistry,44.42,4.39,2.58,6.56
Literature,65.45,4.09,2.51,6.3
History,68.35,3.34,0.91,2.2
Math,83.82,4.26,2.81,7.11
CS,43.63,3.9,2.57,6.39
Physics,81.84,3.07,1.52,3.6
Chemistry,49.04,3.38,14.03,33.92
Physics,33.28,3.35,6.41,15.47
Math,74.48,4.01,4.15,10.38
Chemistry,85.82,3.13,2.31,5.5
Physics,111.76,3.11,1.86,4.42
Biology,36.01,5.0,0.61,1.59
Math,73.98,4.44,1.09,2.78
Math,51.8,2.74,4.46,10.33
Math,75.67,4.07,1.81,4.54
Biology,30.59,3.62,6.42,15.74
Biology,34.74,3.89,0.48,1.19
History,44.48,3.64,2.13,5.23
Literature,61.58,4.69,3.12,8.03
CS,47.18,3.85,2.18,5.41
Physics,73.18,3.44,6.6,16.02
History,80.54,4.54,13.69,35.03
Physics,71.99,3.73,0.37,1.0
CS,92.38,3.62,0.42,1.03
Literature,68.32,3.81,0.42,1.04
Biology,35.66,3.41,3.43,8.31
Literature,87.27,3.51,1.4,3.41
Biology,47.9,2.91,3.97,9.31
CS,78.21,2.75,1.56,3.62
Literature,91.47,2.5,2.96,6.73
History,69.13,2.11,4.41,9.71
Chemistry,30.08,2.62,2.38,5.47
History,41.64,3.33,2.33,5.62
Physics,86.45,3.6,0.28,1.0
History,56.62,3.23,1.59,3.81
CS,61.59,1.14,2.37,1.0
Math,75.18,5.0,1.86,4.84
Physics,73.93,4.59,6.93,17.77
Literature,65.58,3.95,7.11,17.73
Physics,55.83,5.0,5.18,13.47
Chemistry,53.75,2.52,1.41,3.21
Biology,77.16,5.0,3.79,9.85
Literature,71.07,2.53,1.51,3.44
Geography,54.85,3.74,0.79,1.95
Physics,81.64,2.23,1.26,2.8
Literature,57.42,3.51,0.22,1.0
Literature,42.97,3.89,1.21,3.01
Literature,44.82,3.35,1.85,4.47
Biology,40.43,4.21,9.34,23.58
Geography,54.55,3.6,1.13,2.77
CS,84.67,2.98,6.98,16.45
History,43.9,2.93,0.78,1.83
Literature,63.77,4.31,0.64,1.62
Math,46.87,2.85,2.2,5.14
CS,54.79,4.42,3.35,8.53
Chemistry,29.8,4.72,0.14,1.0
Biology,55.59,1.83,0.75,1.0
Physics,56.13,4.63,1.82,4.67
Biology,70.81,5.0,1.21,3.15
Physics,64.47,3.75,3.74,9.23
Biology,36.03,4.1,2.15,5.4
Physics,81.68,4.54,0.52,1.33
Literature,64.21,3.22,6.75,16.16
History,63.97,3.68,1.04,2.56
Physics,59.82,2.19,3.94,8.74
Geography,49.64,3.64,4.54,11.14
Physics,64.36,4.0,9.9,24.75
Math,69.51,4.02,2.07,5.18
Physics,25.06,4.57,2.87,7.35
Math,49.22,2.73,1.22,2.82
Chemistry,54.9,2.97,3.4,8.01
Literature,65.12,5.0,1.87,4.86
Math,83.87,3.35,1.73,4.18
History,44.57,3.7,5.8,14.28
CS,50.04,3.43,0.15,1.0
Literature,49.75,2.68,6.41,14.79
Math,43.97,5.0,5.73,14.9
Literature,53.06,2.97,2.12,4.99
Geography,75.42,2.37,2.02,4.55
Literature,38.92,3.05,1.35,3.2
Literature,68.56,1.5,15.44,1.0
Chemistry,25.96,2.85,0.35,1.0
History,48.77,2.53,2.68,6.11
Biology,53.41,4.12,3.43,8.62
Biology,93.5,2.83,8.17,19.05
Math,54.5,4.39,4.55,11.57
Literature,15.98,4.9,3.1,8.03
Math,20.02,4.28,0.37,1.0
Chemistry,60.68,3.28,1.4,3.36
Chemistry,72.28,3.64,0.45,1.1
Physics,67.51,1.98,6.39,1.0
Geography,63.35,3.37,4.15,10.03
Chemistry,83.25,2.64,4.25,9.77
Physics,49.21,4.19,3.17,7.99
History,77.9,5.0,2.12,5.51
Math,27.36,4.0,0.49,1.23
CS,41.9,1.51,1.2,1.0
History,23.86,3.14,0.44,1.05
Chemistry,54.5,3.62,3.87,9.49
History,59.07,3.59,0.52,1.27
History,62.28,2.77,3.63,8.43
Geography,61.24,3.75,3.54,8.74
Geography,41.45,2.26,1.84,4.1
Geography,56.2,2.56,0.44,1.01
History,30.05,4.15,1.13,2.84
Chemistry,87.26,2.48,1.16,2.63
CS,53.93,4.04,3.62,9.07
Literature,50.22,2.13,0.36,1.0
History,91.78,5.0,5.3,13.78
Physics,35.16,2.73,4.29,9.93
Chemistry,37.49,3.28,0.62,1.49
History,38.08,3.83,3.81,9.45
CS,58.64,2.93,3.31,7.77
Literature,68.63,3.64,4.14,10.16
Geography,74.79,4.08,0.63,1.58
Chemistry,111.44,4.46,0.51,1.3
Biology,15.01,4.29,0.81,2.05
Literature,72.17,3.33,1.37,3.3
Physics,48.86,3.35,4.73,11.42
History,48.27,5.0,4.02,10.45
CS,47.6,4.45,7.79,19.86
Biology,41.82,2.58,0.18,1.0
CS,93.69,3.6,0.03,1.0
Biology,76.85,3.16,3.6,8.59
Chemistry,60.46,3.36,0.98,2.37
Biology,87.02,2.27,1.22,2.72
Physics,29.75,3.09,2.37,5.63
Physics,33.39,5.0,0.32,1.0
Math,16.44,4.08,3.09,7.75
Physics,46.01,1.01,1.18,1.0
Literature,63.23,4.72,3.0,7.73
Biology,62.06,4.59,5.39,13.82
Physics,62.99,3.14,0.56,1.33
Chemistry,31.78,4.22,8.02,20.25
CS,76.06,2.64,2.27,5.22
Geography,64.79,3.03,7.69,18.19
CS,74.66,5.0,0.7,1.82
Math,22.14,3.23,2.78,6.66
CS,66.23,1.63,1.55,1.0
Biology,36.24,3.44,4.46,10.82
Math,52.05,3.42,2.79,6.76
Biology,70.69,4.7,2.05,5.28
Chemistry,61.82,3.51,7.33,17.86
Math,42.97,3.08,1.42,3.37
History,60.13,4.55,0.75,1.92
Literature,29.37,3.62,2.81,6.89
Literature,83.01,2.75,2.93,6.79
Biology,55.89,4.65,1.73,4.45
CS,82.37,3.69,2.0,4.92
Geography,49.47,3.5,9.62,23.42
Geography,49.53,3.68,3.96,9.74
History,44.72,2.43,0.35,1.0
Math,77.52,2.97,0.72,1.7
History,45.81,3.5,11.14,27.13
History,72.89,3.31,3.89,9.37
CS,52.35,4.77,7.4,19.1
Geography,20.48,3.72,1.09,2.69
Math,48.59,4.35,4.06,10.31
Chemistry,36.42,3.51,3.76,9.16
CS,60.68,4.56,1.05,2.69
History,36.19,3.9,2.4,5.97
History,78.52,3.51,2.96,7.21
Chemistry,58.18,3.49,1.97,4.79
History,56.45,2.55,5.27,12.04
History,73.12,4.01,5.37,13.43
History,79.28,3.46,5.7,13.85
Literature,59.6,3.0,4.88,11.52
CS,44.58,4.61,2.01,5.16
Physics,24.52,2.25,1.44,3.21
CS,46.28,3.08,5.34,12.67
Chemistry,47.66,4.53,2.02,5.17
History,62.14,3.82,0.85,2.11
CS,53.1,3.45,2.12,5.15
Literature,73.76,3.75,0.46,1.14
Geography,47.74,3.68,3.53,8.68
Chemistry,58.86,1.98,1.23,1.0
Biology,83.68,3.15,0.91,2.17
CS,66.84,5.0,9.41,24.47
Biology,58.8,2.84,4.5,10.5
History,47.96,3.18,4.64,11.08
Literature,47.34,2.96,2.93,6.9
Literature,42.99,3.41,5.48,13.27
CS,49.18,2.92,4.27,10.02
Chemistry,75.11,3.99,2.74,6.85
Chemistry,55.56,3.7,9.74,23.98
Literature,33.0,4.27,0.64,1.62
Chemistry,95.36,2.45,8.61,19.51
Literature,66.4,3.16,1.54,3.67
CS,31.86,3.27,2.25,5.4
Physics,51.16,3.96,0.39,1.0
Literature,62.22,2.71,2.33,5.39
Biology,94.09,4.42,2.83,7.21
Chemistry,37.84,4.69,18.23,46.91
Literature,79.52,2.51,11.09,25.25
Literature,87.99,3.01,10.18,24.04
CS,47.43,2.97,1.28,3.01
Chemistry,54.45,5.0,14.22,36.97
Physics,39.27,3.07,1.82,4.32
CS,55.93,5.0,5.73,14.9
Physics,59.27,2.23,0.73,1.62
Geography,73.19,2.51,2.11,4.8
CS,81.8,2.81,10.15,23.64
Chemistry,45.04,2.65,8.81,20.28
Math,20.65,3.23,3.45,8.27
Chemistry,59.58,2.79,4.8,11.16
Chemistry,65.87,2.68,0.58,1.34
Physics,64.99,4.66,3.84,9.87
Physics,53.47,4.72,2.89,7.44
Chemistry,62.5,4.45,0.29,1.0
Chemistry,90.31,4.02,0.36,1.0
Chemistry,67.63,3.59,0.34,1.0
Physics,52.53,3.0,3.87,9.13
Chemistry,50.0,2.55,0.46,1.05
Chemistry,56.6,3.86,1.89,4.69
Geography,92.73,2.33,1.32,2.96
History,56.33,2.51,2.4,5.46
Math,59.6,4.65,3.68,9.46
Biology,50.35,5.0,3.46,9.0
Math,81.98,3.89,2.17,5.4
History,99.2,4.61,1.87,4.8
Biology,69.01,3.25,1.52,3.65
CS,61.66,2.16,5.94,13.14
Chemistry,60.74,4.11,1.21,3.04
History,12.31,4.07,0.9,2.26
Geography,74.9,3.57,4.08,9.97
CS,62.68,3.26,1.34,3.22
Chemistry,68.57,4.46,5.63,14.36
Physics,45.77,2.51,1.19,2.71
Literature,52.31,2.73,3.63,8.4
History,51.78,2.49,0.14,1.0
Physics,80.43,3.58,1.46,3.57
History,52.42,2.41,1.26,2.85
Geography,101.65,2.82,5.09,11.86
History,68.62,2.79,10.24,23.81
Physics,34.49,3.24,1.85,4.43
